model,role,pos,n_tokens_persona_directed,n_tokens_goal_oriented
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,79,50843,66577
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,80,51460,67581
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,81,52089,68134
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,82,52803,68500
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,83,53411,69036
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,84,54099,69926
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,85,54849,70758
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,86,55530,71060
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,87,56127,72038
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,88,56775,72792
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,89,57402,73462
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,90,58018,74314
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,91,58686,75378
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,92,59260,76155
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,93,59882,76862
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,94,60537,77283
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,95,61189,77862
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,96,61878,78623
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,97,62451,79241
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,98,63159,79812
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,99,63732,80491
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,100,64187,81402
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,101,64731,82786
Qwen3-30B-A3B-Instruct-2507,Blair Waldorf,102,65321,83665
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,0,0,0
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,1,302,649
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,2,896,1104
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,3,1578,1556
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,4,2182,3488
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,5,2873,4033
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,6,3515,4287
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,7,4233,5083
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,8,4778,5809
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,9,5331,6793
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,10,5955,7589
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,11,6618,9855
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,12,7436,10554
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,13,8024,11321
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,14,8618,11715
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,15,9342,12163
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,16,9900,13702
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,17,10453,14226
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,18,11017,15404
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,19,11664,16062
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,20,12350,16599
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,21,13012,17172
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,22,13748,17483
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,23,14349,18484
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,24,14961,19563
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,25,15611,20692
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,26,16227,21184
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,27,16860,21615
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,28,17370,22613
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,29,17911,23680
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,30,18467,24441
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,31,18998,24946
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,32,19517,25367
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,33,19983,26138
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,34,20454,27129
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,35,20958,27567
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,36,21440,28105
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,37,22023,28862
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,38,22600,29726
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,39,23131,30828
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,40,23670,32589
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,41,24199,33189
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,42,24702,34244
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,43,25305,35059
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,44,25804,35811
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,45,26254,36612
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,46,26766,37102
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,47,27283,37574
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,48,27741,38228
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,49,28361,39226
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,50,28972,39808
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,51,29499,40289
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,52,29927,41048
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,53,30350,41688
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,54,30760,42341
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,55,31161,42989
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,56,31574,43752
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,57,31985,44181
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,58,32389,44714
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,59,32952,45271
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,60,33365,45630
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,61,33782,46085
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,62,34247,46684
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,63,34713,47101
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,64,35223,48286
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,65,35771,49193
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,66,36310,49706
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,67,36836,50390
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,68,37326,50712
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,69,37817,51407
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,70,38308,51814
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,71,38836,52302
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,72,39346,52981
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,73,39862,53582
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,74,40365,54016
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,75,40872,55122
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,76,41425,56096
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,77,41846,57045
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,78,42392,57482
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,79,42812,57863
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,80,43352,58616
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,81,43885,59019
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,82,44363,59298
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,83,44786,59735
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,84,45249,60372
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,85,45800,61034
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,86,46291,61355
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,87,46777,62337
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,88,47269,62933
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,89,47824,63435
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,90,48385,64139
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,91,48883,64855
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,92,49369,65408
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,93,49902,65877
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,94,50400,66193
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,95,50883,66565
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,96,51370,67233
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,97,51920,67568
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,98,52406,67923
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,99,52892,68467
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,100,53362,69033
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,101,53709,70906
Qwen3-30B-A3B-Instruct-2507,Mary Sibley,102,54180,71554
Qwen3-30B-A3B-Instruct-2507,empty,0,0,0
Qwen3-30B-A3B-Instruct-2507,empty,1,161,768
Qwen3-30B-A3B-Instruct-2507,empty,2,471,1007
Qwen3-30B-A3B-Instruct-2507,empty,3,862,1311
Qwen3-30B-A3B-Instruct-2507,empty,4,1358,3104
Qwen3-30B-A3B-Instruct-2507,empty,5,1857,3597
Qwen3-30B-A3B-Instruct-2507,empty,6,2289,3693
Qwen3-30B-A3B-Instruct-2507,empty,7,2837,4477
Qwen3-30B-A3B-Instruct-2507,empty,8,3300,5255
Qwen3-30B-A3B-Instruct-2507,empty,9,3881,6511
Qwen3-30B-A3B-Instruct-2507,empty,10,4433,7738
Qwen3-30B-A3B-Instruct-2507,empty,11,4990,9873
Qwen3-30B-A3B-Instruct-2507,empty,12,5691,10782
Qwen3-30B-A3B-Instruct-2507,empty,13,6228,11697
Qwen3-30B-A3B-Instruct-2507,empty,14,6928,11993
Qwen3-30B-A3B-Instruct-2507,empty,15,7539,12572
Qwen3-30B-A3B-Instruct-2507,empty,16,8158,14296
Qwen3-30B-A3B-Instruct-2507,empty,17,8868,15030
Qwen3-30B-A3B-Instruct-2507,empty,18,9516,17016
Qwen3-30B-A3B-Instruct-2507,empty,19,10195,17820
Qwen3-30B-A3B-Instruct-2507,empty,20,10872,18991
Qwen3-30B-A3B-Instruct-2507,empty,21,11619,20062
Qwen3-30B-A3B-Instruct-2507,empty,22,12421,20150
Qwen3-30B-A3B-Instruct-2507,empty,23,13094,21114
Qwen3-30B-A3B-Instruct-2507,empty,24,13795,22452
Qwen3-30B-A3B-Instruct-2507,empty,25,14464,23424
Qwen3-30B-A3B-Instruct-2507,empty,26,15092,24268
Qwen3-30B-A3B-Instruct-2507,empty,27,15848,24875
Qwen3-30B-A3B-Instruct-2507,empty,28,16304,25833
Qwen3-30B-A3B-Instruct-2507,empty,29,16892,26779
Qwen3-30B-A3B-Instruct-2507,empty,30,17491,27858
Qwen3-30B-A3B-Instruct-2507,empty,31,18063,28777
Qwen3-30B-A3B-Instruct-2507,empty,32,18712,29592
Qwen3-30B-A3B-Instruct-2507,empty,33,19308,30710
Qwen3-30B-A3B-Instruct-2507,empty,34,19928,31818
Qwen3-30B-A3B-Instruct-2507,empty,35,20494,32391
Qwen3-30B-A3B-Instruct-2507,empty,36,21036,33389
Qwen3-30B-A3B-Instruct-2507,empty,37,21592,34457
Qwen3-30B-A3B-Instruct-2507,empty,38,22180,35499
Qwen3-30B-A3B-Instruct-2507,empty,39,22804,36372
Qwen3-30B-A3B-Instruct-2507,empty,40,23413,37983
Qwen3-30B-A3B-Instruct-2507,empty,41,24088,38836
Qwen3-30B-A3B-Instruct-2507,empty,42,24670,40023
Qwen3-30B-A3B-Instruct-2507,empty,43,25308,40743
Qwen3-30B-A3B-Instruct-2507,empty,44,25845,41717
Qwen3-30B-A3B-Instruct-2507,empty,45,26419,42773
Qwen3-30B-A3B-Instruct-2507,empty,46,27009,43787
Qwen3-30B-A3B-Instruct-2507,empty,47,27641,44706
Qwen3-30B-A3B-Instruct-2507,empty,48,28273,45990
Qwen3-30B-A3B-Instruct-2507,empty,49,28935,47132
Qwen3-30B-A3B-Instruct-2507,empty,50,29481,48098
Qwen3-30B-A3B-Instruct-2507,empty,51,30126,48794
Qwen3-30B-A3B-Instruct-2507,empty,52,30702,50106
Qwen3-30B-A3B-Instruct-2507,empty,53,31303,51075
Qwen3-30B-A3B-Instruct-2507,empty,54,31917,52146
Qwen3-30B-A3B-Instruct-2507,empty,55,32520,53184
Qwen3-30B-A3B-Instruct-2507,empty,56,33112,54578
Qwen3-30B-A3B-Instruct-2507,empty,57,33574,55064
Qwen3-30B-A3B-Instruct-2507,empty,58,34148,56051
Qwen3-30B-A3B-Instruct-2507,empty,59,34718,57070
Qwen3-30B-A3B-Instruct-2507,empty,60,35235,57543
Qwen3-30B-A3B-Instruct-2507,empty,61,35771,58242
Qwen3-30B-A3B-Instruct-2507,empty,62,36307,59128
Qwen3-30B-A3B-Instruct-2507,empty,63,37028,59929
Qwen3-30B-A3B-Instruct-2507,empty,64,37756,61223
Qwen3-30B-A3B-Instruct-2507,empty,65,38468,62617
Qwen3-30B-A3B-Instruct-2507,empty,66,39157,63671
Qwen3-30B-A3B-Instruct-2507,empty,67,39809,64496
Qwen3-30B-A3B-Instruct-2507,empty,68,40496,64653
Qwen3-30B-A3B-Instruct-2507,empty,69,41199,65594
Qwen3-30B-A3B-Instruct-2507,empty,70,41912,66320
Qwen3-30B-A3B-Instruct-2507,empty,71,42618,67396
Qwen3-30B-A3B-Instruct-2507,empty,72,43184,68400
Qwen3-30B-A3B-Instruct-2507,empty,73,43804,69348
Qwen3-30B-A3B-Instruct-2507,empty,74,44509,69544
Qwen3-30B-A3B-Instruct-2507,empty,75,45102,70732
Qwen3-30B-A3B-Instruct-2507,empty,76,45723,71693
Qwen3-30B-A3B-Instruct-2507,empty,77,46351,72849
Qwen3-30B-A3B-Instruct-2507,empty,78,46984,73604
Qwen3-30B-A3B-Instruct-2507,empty,79,47622,74337
Qwen3-30B-A3B-Instruct-2507,empty,80,48254,75418
Qwen3-30B-A3B-Instruct-2507,empty,81,48892,75940
Qwen3-30B-A3B-Instruct-2507,empty,82,49473,76191
Qwen3-30B-A3B-Instruct-2507,empty,83,50041,76860
Qwen3-30B-A3B-Instruct-2507,empty,84,50623,77893
Qwen3-30B-A3B-Instruct-2507,empty,85,51189,78505
Qwen3-30B-A3B-Instruct-2507,empty,86,51770,78615
Qwen3-30B-A3B-Instruct-2507,empty,87,52385,79527
Qwen3-30B-A3B-Instruct-2507,empty,88,52954,80249
Qwen3-30B-A3B-Instruct-2507,empty,89,53547,80841
Qwen3-30B-A3B-Instruct-2507,empty,90,54132,81788
Qwen3-30B-A3B-Instruct-2507,empty,91,54725,82790
Qwen3-30B-A3B-Instruct-2507,empty,92,55329,83581
Qwen3-30B-A3B-Instruct-2507,empty,93,55933,84477
Qwen3-30B-A3B-Instruct-2507,empty,94,56532,84882
Qwen3-30B-A3B-Instruct-2507,empty,95,57128,85518
Qwen3-30B-A3B-Instruct-2507,empty,96,57715,86720
Qwen3-30B-A3B-Instruct-2507,empty,97,58326,87303
Qwen3-30B-A3B-Instruct-2507,empty,98,58922,88033
Qwen3-30B-A3B-Instruct-2507,empty,99,59513,88905
Qwen3-30B-A3B-Instruct-2507,empty,100,60103,89827
Qwen3-30B-A3B-Instruct-2507,empty,101,60662,91235
Qwen3-30B-A3B-Instruct-2507,empty,102,61006,92502
Llama-3_3-Nemotron-Super-49B-v1,Gaston,0,0,0
Llama-3_3-Nemotron-Super-49B-v1,Gaston,1,224,595
Llama-3_3-Nemotron-Super-49B-v1,Gaston,2,740,934
Llama-3_3-Nemotron-Super-49B-v1,Gaston,3,1374,1427
Llama-3_3-Nemotron-Super-49B-v1,Gaston,4,1911,2718
Llama-3_3-Nemotron-Super-49B-v1,Gaston,5,2765,3251
Llama-3_3-Nemotron-Super-49B-v1,Gaston,6,3659,3583
Llama-3_3-Nemotron-Super-49B-v1,Gaston,7,4557,4399
Llama-3_3-Nemotron-Super-49B-v1,Gaston,8,5360,5152
Llama-3_3-Nemotron-Super-49B-v1,Gaston,9,6243,6102
Llama-3_3-Nemotron-Super-49B-v1,Gaston,10,7059,6764
Llama-3_3-Nemotron-Super-49B-v1,Gaston,11,7817,7813
Llama-3_3-Nemotron-Super-49B-v1,Gaston,12,8680,8539
Llama-3_3-Nemotron-Super-49B-v1,Gaston,13,9420,9210
Llama-3_3-Nemotron-Super-49B-v1,Gaston,14,10105,9981
Llama-3_3-Nemotron-Super-49B-v1,Gaston,15,10928,10720
Llama-3_3-Nemotron-Super-49B-v1,Gaston,16,11632,11876
Llama-3_3-Nemotron-Super-49B-v1,Gaston,17,12397,12526
Llama-3_3-Nemotron-Super-49B-v1,Gaston,18,13139,13418
Llama-3_3-Nemotron-Super-49B-v1,Gaston,19,13842,14169
Llama-3_3-Nemotron-Super-49B-v1,Gaston,20,14578,14918
Llama-3_3-Nemotron-Super-49B-v1,Gaston,21,15304,15757
Llama-3_3-Nemotron-Super-49B-v1,Gaston,22,16128,16173
Llama-3_3-Nemotron-Super-49B-v1,Gaston,23,16847,16981
Llama-3_3-Nemotron-Super-49B-v1,Gaston,24,17589,17653
Llama-3_3-Nemotron-Super-49B-v1,Gaston,25,18329,18606
Llama-3_3-Nemotron-Super-49B-v1,Gaston,26,19028,19244
Llama-3_3-Nemotron-Super-49B-v1,Gaston,27,19777,19770
Llama-3_3-Nemotron-Super-49B-v1,Gaston,28,20399,20640
Llama-3_3-Nemotron-Super-49B-v1,Gaston,29,21112,21472
Llama-3_3-Nemotron-Super-49B-v1,Gaston,30,21881,22195
Llama-3_3-Nemotron-Super-49B-v1,Gaston,31,22563,22780
Llama-3_3-Nemotron-Super-49B-v1,Gaston,32,23243,23411
Llama-3_3-Nemotron-Super-49B-v1,Gaston,33,23918,24052
Llama-3_3-Nemotron-Super-49B-v1,Gaston,34,24650,24946
Llama-3_3-Nemotron-Super-49B-v1,Gaston,35,25364,25595
Llama-3_3-Nemotron-Super-49B-v1,Gaston,36,26097,26275
Llama-3_3-Nemotron-Super-49B-v1,Gaston,37,26773,27067
Llama-3_3-Nemotron-Super-49B-v1,Gaston,38,27473,27876
Llama-3_3-Nemotron-Super-49B-v1,Gaston,39,28348,28764
Llama-3_3-Nemotron-Super-49B-v1,Gaston,40,29022,29755
Llama-3_3-Nemotron-Super-49B-v1,Gaston,41,29828,30481
Llama-3_3-Nemotron-Super-49B-v1,Gaston,42,30592,31313
Llama-3_3-Nemotron-Super-49B-v1,Gaston,43,31420,32009
Llama-3_3-Nemotron-Super-49B-v1,Gaston,44,32257,32587
Llama-3_3-Nemotron-Super-49B-v1,Gaston,45,33108,33261
Llama-3_3-Nemotron-Super-49B-v1,Gaston,46,33803,33948
Llama-3_3-Nemotron-Super-49B-v1,Gaston,47,34480,34666
Llama-3_3-Nemotron-Super-49B-v1,Gaston,48,35251,35425
Llama-3_3-Nemotron-Super-49B-v1,Gaston,49,36002,36460
Llama-3_3-Nemotron-Super-49B-v1,Gaston,50,36776,37217
Llama-3_3-Nemotron-Super-49B-v1,Gaston,51,37592,37947
Llama-3_3-Nemotron-Super-49B-v1,Gaston,52,38355,38723
Llama-3_3-Nemotron-Super-49B-v1,Gaston,53,39147,39591
Llama-3_3-Nemotron-Super-49B-v1,Gaston,54,39857,40287
Llama-3_3-Nemotron-Super-49B-v1,Gaston,55,40633,40949
Llama-3_3-Nemotron-Super-49B-v1,Gaston,56,41357,41666
Llama-3_3-Nemotron-Super-49B-v1,Gaston,57,41988,42292
Llama-3_3-Nemotron-Super-49B-v1,Gaston,58,42651,43035
Llama-3_3-Nemotron-Super-49B-v1,Gaston,59,43273,43726
Llama-3_3-Nemotron-Super-49B-v1,Gaston,60,43987,44117
Llama-3_3-Nemotron-Super-49B-v1,Gaston,61,44693,44610
Llama-3_3-Nemotron-Super-49B-v1,Gaston,62,45435,45307
Llama-3_3-Nemotron-Super-49B-v1,Gaston,63,46141,45970
Llama-3_3-Nemotron-Super-49B-v1,Gaston,64,46778,46801
Llama-3_3-Nemotron-Super-49B-v1,Gaston,65,47378,47564
Llama-3_3-Nemotron-Super-49B-v1,Gaston,66,48054,48175
Llama-3_3-Nemotron-Super-49B-v1,Gaston,67,48704,48931
Llama-3_3-Nemotron-Super-49B-v1,Gaston,68,49395,49462
Llama-3_3-Nemotron-Super-49B-v1,Gaston,69,49965,50193
Llama-3_3-Nemotron-Super-49B-v1,Gaston,70,50593,50821
Llama-3_3-Nemotron-Super-49B-v1,Gaston,71,51170,51581
Llama-3_3-Nemotron-Super-49B-v1,Gaston,72,51747,52397
Llama-3_3-Nemotron-Super-49B-v1,Gaston,73,52381,53145
Llama-3_3-Nemotron-Super-49B-v1,Gaston,74,53097,53707
Llama-3_3-Nemotron-Super-49B-v1,Gaston,75,53983,54644
Llama-3_3-Nemotron-Super-49B-v1,Gaston,76,54703,55414
Llama-3_3-Nemotron-Super-49B-v1,Gaston,77,55389,56197
Llama-3_3-Nemotron-Super-49B-v1,Gaston,78,56111,56895
Llama-3_3-Nemotron-Super-49B-v1,Gaston,79,56819,57530
Llama-3_3-Nemotron-Super-49B-v1,Gaston,80,57456,58200
Llama-3_3-Nemotron-Super-49B-v1,Gaston,81,58173,59076
Llama-3_3-Nemotron-Super-49B-v1,Gaston,82,58913,59595
Llama-3_3-Nemotron-Super-49B-v1,Gaston,83,59646,60247
Llama-3_3-Nemotron-Super-49B-v1,Gaston,84,60297,61184
Llama-3_3-Nemotron-Super-49B-v1,Gaston,85,61029,61879
Llama-3_3-Nemotron-Super-49B-v1,Gaston,86,61790,62513
Llama-3_3-Nemotron-Super-49B-v1,Gaston,87,62500,63349
Llama-3_3-Nemotron-Super-49B-v1,Gaston,88,63244,64186
Llama-3_3-Nemotron-Super-49B-v1,Gaston,89,63903,64839
Llama-3_3-Nemotron-Super-49B-v1,Gaston,90,64620,65635
Llama-3_3-Nemotron-Super-49B-v1,Gaston,91,65257,66351
Llama-3_3-Nemotron-Super-49B-v1,Gaston,92,65862,67159
Llama-3_3-Nemotron-Super-49B-v1,Gaston,93,66394,67916
Llama-3_3-Nemotron-Super-49B-v1,Gaston,94,66984,68290
Llama-3_3-Nemotron-Super-49B-v1,Gaston,95,67638,68964
Llama-3_3-Nemotron-Super-49B-v1,Gaston,96,68275,69655
Llama-3_3-Nemotron-Super-49B-v1,Gaston,97,68971,70374
Llama-3_3-Nemotron-Super-49B-v1,Gaston,98,69636,70979
Llama-3_3-Nemotron-Super-49B-v1,Gaston,99,70314,71659
Llama-3_3-Nemotron-Super-49B-v1,Gaston,100,70967,72380
Llama-3_3-Nemotron-Super-49B-v1,Gaston,101,71629,73839
Llama-3_3-Nemotron-Super-49B-v1,Gaston,102,72054,74735
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,0,0,0
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,1,257,680
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,2,734,890
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,3,1310,1117
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,4,1956,2575
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,5,2562,3185
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,6,3207,3483
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,7,3796,4199
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,8,4258,4955
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,9,4766,5709
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,10,5413,6530
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,11,5897,7705
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,12,6765,8576
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,13,7425,9500
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,14,7961,10103
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,15,8577,10842
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,16,9122,11983
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,17,9839,12773
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,18,10546,13593
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,19,11157,14310
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,20,11789,15093
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,21,12493,15800
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,22,13166,16358
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,23,13726,17339
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,24,14315,18171
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,25,14907,19205
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,26,15495,19780
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,27,16221,20321
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,28,16842,21239
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,29,17416,22094
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,30,17969,22969
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,31,18568,23723
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,32,19009,24435
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,33,19461,25277
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,34,20015,26161
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,35,20455,26877
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,36,20973,27543
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,37,21539,28371
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,38,22072,28918
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,39,22564,29677
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,40,23128,30759
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,41,23713,31555
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,42,24180,32393
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,43,24733,33228
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,44,25280,34005
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,45,25860,34787
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,46,26390,35434
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,47,26935,36226
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,48,27473,36925
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,49,28001,37984
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,50,28527,38764
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,51,29147,39457
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,52,29591,40273
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,53,30038,41135
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,54,30456,41968
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,55,30911,42720
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,56,31382,43466
Llama-3_3-Nemotron-Super-49B-v1,Queen Catherine,57,31737,44210
