model,role,idx,rating
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,11,2
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,12,3
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,13,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,14,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,15,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,16,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,17,2
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,18,4
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,19,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,20,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,21,4
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,22,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,23,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,24,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,25,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,26,4
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,27,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,28,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,29,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,30,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,31,2
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,32,4
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,33,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,34,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,35,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,36,2
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,37,4
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,38,2
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,39,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,40,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,41,2
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,42,5
Qwen3-30B-A3B-Instruct-2507,bfi_Lestat_de_Lioncourt_0.json.csv,43,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,0,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,1,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,2,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,3,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,4,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,5,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,6,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,7,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,8,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,9,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,10,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,11,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,12,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,13,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,14,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,15,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,16,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,17,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,18,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,19,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,20,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,21,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,22,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,23,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,24,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,25,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,26,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,27,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,28,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,29,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,30,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,31,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,32,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,33,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,34,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,35,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,36,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,37,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,38,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,39,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,40,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,41,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,42,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_102.json.csv,43,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,0,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,1,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,2,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,3,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,4,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,5,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,6,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,7,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,8,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,9,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,10,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,11,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,12,4
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,13,4
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,14,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,15,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,16,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,17,2
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,18,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,19,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,20,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,21,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,22,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,23,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,24,2
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,25,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,26,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,27,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,28,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,29,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,30,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,31,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,32,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,33,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,34,2
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,35,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,36,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,37,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,38,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,39,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,40,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,41,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,42,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_90.json.csv,43,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,0,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,1,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,2,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,3,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,4,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,5,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,6,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,7,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,8,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,9,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,10,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,11,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,12,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,13,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,14,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,15,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,16,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,17,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,18,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,19,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,20,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,21,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,22,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,23,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,24,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,25,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,26,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,27,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,28,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,29,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,30,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,31,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,32,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,33,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,34,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,35,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,36,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,37,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,38,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,39,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,40,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,41,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,42,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_HAL_9000_56.json.csv,43,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,0,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,1,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,2,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,3,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,4,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,5,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,6,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,7,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,8,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,9,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,10,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,11,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,12,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,13,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,14,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,15,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,16,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,17,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,18,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,19,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,20,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,21,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,22,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,23,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,24,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,25,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,26,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,27,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,28,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,29,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,30,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,31,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,32,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,33,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,34,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,35,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,36,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,37,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,38,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,39,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,40,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,41,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,42,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_Michael_Scott_56.json.csv,43,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,0,4
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,1,2
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,2,4
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,3,3
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,4,2
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,5,2
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,6,2
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,7,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,8,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,9,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,10,4
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,11,2
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,12,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,13,2
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,14,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,15,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,16,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,17,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,18,2
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,19,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,20,4
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,21,2
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,22,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,23,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,24,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,25,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,26,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,27,4
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,28,2
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,29,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,30,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,31,4
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,32,4
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,33,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,34,2
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,35,1
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,36,2
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,37,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,38,2
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,39,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,40,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,41,4
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,42,5
Qwen3-30B-A3B-Instruct-2507,bfi_HAL_9000_0.json.csv,43,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,0,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,1,1
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,2,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,3,4
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,4,2
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,5,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,6,1
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,7,4
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,8,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,9,1
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,10,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,11,1
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,12,3
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,13,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,14,2
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,15,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,16,1
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,17,1
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,18,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,19,2
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,20,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,21,1
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,22,4
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,23,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,24,2
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,25,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,26,1
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,27,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,28,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,29,2
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,30,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,31,1
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,32,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,33,1
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,34,2
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,35,5
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,36,1
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,37,2
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,38,2
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,39,1
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,40,2
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,41,1
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,42,3
Qwen3-30B-A3B-Instruct-2507,bfi_Gaston_0.json.csv,43,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,0,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,1,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,2,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,3,2
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,4,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,5,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,6,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,7,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,8,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,9,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,10,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,11,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,12,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,13,1
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,14,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,15,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,16,5
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,17,4
Qwen3-30B-A3B-Instruct-2507,inst-bfi_empty_90.json.csv,18,2
